date,open,high,low,close,adjClose,volume
04-Jan-23,33165.14,33409.1,33033.48,33269.77,33269.77,379400000
03-Jan-23,33148.9,33387.52,32850.57,33136.37,33136.37,355930000
30-Dec-22,33121.61,33152.55,32847.82,33147.25,33147.25,295500000
29-Dec-22,33021.43,33293.42,33020.35,33220.8,33220.8,243060000
28-Dec-22,33264.76,33379.55,32869.15,32875.71,32875.71,252260000
27-Dec-22,33224.23,33387.72,33069.58,33241.56,33241.56,246010000
23-Dec-22,32961.06,33226.14,32814.02,33203.93,33203.93,221050000
22-Dec-22,33233.35,33233.35,32573.43,33027.49,33027.49,340640000
21-Dec-22,33028.09,33437.84,33028.09,33376.48,33376.48,328020000
20-Dec-22,32735.24,32992.23,32649.45,32849.74,32849.74,303970000
19-Dec-22,32921.45,33038.94,32581.97,32757.54,32757.54,326430000
16-Dec-22,33166.46,33166.46,32654.59,32920.46,32920.46,756310000
15-Dec-22,33773,33773,33016.16,33202.22,33202.22,394290000
14-Dec-22,34086.07,34395.65,33704.17,33966.35,33966.35,339090000
13-Dec-22,34268.44,34712.28,33890.88,34108.64,34108.64,442650000
12-Dec-22,33519.5,34005.04,33519.5,34005.04,34005.04,313440000
09-Dec-22,33746.71,33844.63,33462.65,33476.46,33476.46,287630000
08-Dec-22,33695.97,33899.17,33642.46,33781.48,33781.48,271830000
07-Dec-22,33556.4,33774.27,33503.67,33597.92,33597.92,359980000
06-Dec-22,33936.87,34006.63,33418.59,33596.34,33596.34,306220000
05-Dec-22,34335.73,34335.73,33846.81,33947.1,33947.1,312960000
02-Dec-22,34265.45,34483.21,34039.73,34429.88,34429.88,290580000
01-Dec-22,34533.59,34595.51,34129.35,34395.01,34395.01,348720000
30-Nov-22,33795.43,34589.77,33583.77,34589.77,34589.77,524440000
29-Nov-22,33847.8,33933.91,33662.45,33852.53,33852.53,279750000
28-Nov-22,34275.91,34303.88,33799.35,33849.46,33849.46,300330000
25-Nov-22,34213.04,34386.51,34199.57,34347.03,34347.03,131660000
23-Nov-22,34091.57,34262.07,34004.64,34194.06,34194.06,236820000
22-Nov-22,33810.05,34115.7,33810.05,34098.1,34098.1,277070000
21-Nov-22,33760.3,33864.59,33559.18,33700.28,33700.28,352960000
18-Nov-22,33606.59,33827.94,33540.64,33745.69,33745.69,312950000
17-Nov-22,33329.27,33616.02,33239.75,33546.32,33546.32,319210000
16-Nov-22,33554.93,33682.83,33516.99,33553.83,33553.83,301560000
15-Nov-22,33755.94,33987.06,33320.2,33592.92,33592.92,390610000
14-Nov-22,33662.05,33964.3,33533.96,33536.7,33536.7,354340000
11-Nov-22,33797.75,33817.96,33394.43,33747.86,33747.86,427790000
10-Nov-22,33263.91,33727.73,33167.82,33715.37,33715.37,480130000
09-Nov-22,33004.47,33065.11,32478.87,32513.94,32513.94,355200000
08-Nov-22,32934.56,33355.39,32831.46,33160.83,33160.83,335340000
07-Nov-22,32454.1,32895.59,32424.99,32827,32827,336300000
04-Nov-22,32265.01,32611.52,31938.92,32403.22,32403.22,422370000
03-Nov-22,31985.05,32185.71,31727.05,32001.25,32001.25,354440000
02-Nov-22,32576.28,33071.93,32139.77,32147.76,32147.76,398430000
01-Nov-22,32862.79,32975.48,32485.23,32653.2,32653.2,323210000
31-Oct-22,32754.27,32883.86,32586.93,32732.95,32732.95,390890000
28-Oct-22,32204.31,32889.81,32158.38,32861.8,32861.8,495830000
27-Oct-22,32062.14,32388.42,31993.21,32033.28,32033.28,375720000
26-Oct-22,31738.44,32172.42,31738.44,31839.11,31839.11,430400000
25-Oct-22,31463.65,31876.15,31423.53,31836.74,31836.74,336930000
24-Oct-22,31187.32,31603.63,31161.41,31499.62,31499.62,345040000
21-Oct-22,30291.18,31119.27,30206.28,31082.56,31082.56,418190000
20-Oct-22,30411.92,30822.96,30265.2,30333.59,30333.59,333190000
19-Oct-22,30439.04,30662.11,30226.9,30423.81,30423.81,314030000
18-Oct-22,30697.52,30837.9,30301.83,30523.8,30523.8,387130000
17-Oct-22,30059.58,30311.95,29997.62,30185.82,30185.82,369820000
14-Oct-22,30192.21,30428.82,29614.3,29634.83,29634.83,379090000
13-Oct-22,28755.83,30168.54,28660.94,30038.72,30038.72,470260000
12-Oct-22,29233.06,29455.12,29136.03,29210.85,29210.85,304420000
11-Oct-22,29085.2,29608.42,29074.23,29239.19,29239.19,352920000
10-Oct-22,29419.09,29485.82,29010.41,29202.88,29202.88,315410000
07-Oct-22,29685.27,29685.27,29142.66,29296.79,29296.79,367950000
06-Oct-22,30206.13,30329.61,29859.34,29926.94,29926.94,306840000
05-Oct-22,30078.36,30454.46,29886.44,30273.87,30273.87,290610000
04-Oct-22,29826.67,30325.05,29826.67,30316.32,30316.32,375640000
03-Oct-22,28855.25,29647.79,28855.25,29490.89,29490.89,397830000
30-Sep-22,29123.03,29355.78,28715.85,28725.51,28725.51,464260000
29-Sep-22,29513.73,29513.73,28997.34,29225.61,29225.61,388820000
28-Sep-22,29198.92,29811.78,29114.97,29683.74,29683.74,436040000
27-Sep-22,29419.88,29659.12,28958.22,29134.99,29134.99,355460000
26-Sep-22,29536.84,29630.77,29161.12,29260.81,29260.81,369450000
23-Sep-22,29955.65,29955.65,29250.47,29590.41,29590.41,388200000
22-Sep-22,30204.52,30302.28,29994.53,30076.68,30076.68,335270000
21-Sep-22,30819.39,31020.79,30181.99,30183.78,30183.78,354960000
20-Sep-22,30888.53,30888.53,30465.91,30706.23,30706.23,317970000
19-Sep-22,30722.86,31026.89,30559.37,31019.68,31019.68,291200000
16-Sep-22,30866.61,30866.61,30550.08,30822.42,30822.42,627920000
15-Sep-22,31124.68,31277.69,30882.08,30961.82,30961.82,345500000
14-Sep-22,31141.02,31276.82,30885.02,31135.09,31135.09,348670000
13-Sep-22,32006.5,32006.5,31018.54,31104.97,31104.97,428930000
12-Sep-22,32159.49,32504.04,32159.49,32381.34,32381.34,339250000
09-Sep-22,31876.22,32227.74,31876.22,32151.71,32151.71,310980000
08-Sep-22,31481.95,31783.37,31321.5,31774.52,31774.52,344340000
07-Sep-22,31145.63,31644.34,31095.21,31581.28,31581.28,345080000
06-Sep-22,31343.79,31463.89,31048.46,31145.3,31145.3,347320000
02-Sep-22,31848.5,32026.9,31182.09,31318.44,31318.44,306180000
01-Sep-22,31454.58,31677.51,31219.75,31656.42,31656.42,339360000
31-Aug-22,31827.15,31966.04,31509.59,31510.43,31510.43,392780000
30-Aug-22,32163.84,32205.66,31647.22,31790.87,31790.87,317150000
29-Aug-22,32188,32325.16,31972.79,32098.99,32098.99,317820000
26-Aug-22,33293.43,33364.7,32278.22,32283.4,32283.4,352850000
25-Aug-22,33029.27,33306.09,32889.85,33291.78,33291.78,308530000
24-Aug-22,32899.01,33095.5,32828.56,32969.23,32969.23,256900000
23-Aug-22,33033.52,33138.26,32858.89,32909.59,32909.59,251870000
22-Aug-22,33586.59,33586.59,33007.63,33063.61,33063.61,308900000
19-Aug-22,33904.69,33904.69,33627.09,33706.74,33706.74,293990000
18-Aug-22,33981.86,34043.83,33844.46,33999.04,33999.04,282550000
17-Aug-22,34029.55,34161.01,33828.41,33980.32,33980.32,281390000
16-Aug-22,33924.35,34281.36,33852.57,34152.01,34152.01,288670000
15-Aug-22,33710.7,33954.71,33582.96,33912.44,33912.44,262670000
12-Aug-22,33430.72,33767.09,33398.32,33761.05,33761.05,299140000
11-Aug-22,33451.51,33651.8,33289.83,33336.67,33336.67,308030000
10-Aug-22,33130.63,33364.41,33130.63,33309.51,33309.51,311740000
09-Aug-22,32807.36,32877.53,32702.66,32774.41,32774.41,281080000
08-Aug-22,32877.36,33109.96,32769.1,32832.54,32832.54,275350000
05-Aug-22,32593.9,32814.61,32489.62,32803.47,32803.47,273010000
04-Aug-22,32805.69,32829.22,32652.63,32726.82,32726.82,315590000
03-Aug-22,32514.21,32912.74,32514.21,32812.5,32812.5,342160000
02-Aug-22,32691.29,32772.93,32387.12,32396.17,32396.17,316740000
01-Aug-22,32755.71,32972.03,32640.79,32798.4,32798.4,321180000
29-Jul-22,32515.62,32910.18,32493.02,32845.13,32845.13,487360000
28-Jul-22,32197.62,32609.54,31982.61,32529.63,32529.63,331110000
27-Jul-22,31865.05,32336.23,31799.43,32197.59,32197.59,365480000
26-Jul-22,31950.04,31950.04,31705.36,31761.54,31761.54,324930000
25-Jul-22,31950.93,32029.03,31821.67,31990.04,31990.04,255450000
22-Jul-22,32167.92,32219.25,31731.47,31899.29,31899.29,319880000
21-Jul-22,31826.49,32040.63,31534.08,32036.9,32036.9,302320000
20-Jul-22,31829.99,31944.45,31646.95,31874.84,31874.84,313520000
19-Jul-22,31165.91,31842.25,31165.91,31827.05,31827.05,378720000
18-Jul-22,31475.98,31644.68,30982.97,31072.61,31072.61,309960000
15-Jul-22,30775.37,31288.26,30775.37,31288.26,31288.26,321570000
14-Jul-22,30451.8,30680.12,30143.93,30630.17,30630.17,325130000
13-Jul-22,30743.63,30979.17,30514.61,30772.79,30772.79,291830000
12-Jul-22,31113.31,31346.1,30860.51,30981.33,30981.33,324190000
11-Jul-22,31277.98,31367.55,31114.4,31173.84,31173.84,245020000
08-Jul-22,31348.43,31511.46,31212.45,31338.15,31338.15,238120000
07-Jul-22,31190.65,31421.84,31154.64,31384.55,31384.55,296620000
06-Jul-22,30957.3,31224.69,30794.84,31037.68,31037.68,289800000
05-Jul-22,30903.12,30971.74,30355.12,30967.82,30967.82,323080000
01-Jul-22,30737.77,31139.35,30487.79,31097.26,31097.26,310440000
30-Jun-22,30790,30979.85,30431.87,30775.43,30775.43,394070000
29-Jun-22,31067.41,31152.96,30894.53,31029.31,31029.31,269390000
28-Jun-22,31549.05,31885.09,30934.33,30946.99,30946.99,350780000
27-Jun-22,31533.6,31598.59,31351.37,31438.26,31438.26,309910000
24-Jun-22,30846.94,31517.29,30846.94,31500.68,31500.68,465480000
23-Jun-22,30570.33,30715.63,30293.4,30677.36,30677.36,361420000
22-Jun-22,30352.57,30777.92,30166.01,30483.13,30483.13,343490000
21-Jun-22,30074.69,30653.98,30074.69,30530.25,30530.25,376900000
17-Jun-22,29912.7,30167.52,29653.29,29888.78,29888.78,692830000
16-Jun-22,30305.74,30305.74,29740.35,29927.07,29927.07,442910000
15-Jun-22,30570.5,31011.97,30185.08,30668.53,30668.53,392670000
14-Jun-22,30592.34,30690.8,30144.23,30364.83,30364.83,366800000
13-Jun-22,31144.91,31144.91,30373.72,30516.74,30516.74,472290000
10-Jun-22,32053.52,32053.52,31387.84,31392.79,31392.79,362300000
09-Jun-22,32828.62,32956.73,32267.78,32272.79,32272.79,289710000
08-Jun-22,33087.07,33156.5,32824.37,32910.9,32910.9,270470000
07-Jun-22,32783.03,33207.45,32641.85,33180.14,33180.14,270750000
06-Jun-22,33032.04,33235.37,32819.5,32915.78,32915.78,253010000
03-Jun-22,32986.32,33135.61,32839.21,32899.7,32899.7,298570000
02-Jun-22,32809.01,33248.61,32509.43,33248.28,33248.28,333210000
01-Jun-22,33156.31,33272.34,32584.76,32813.23,32813.23,338210000
31-May-22,33160.59,33240.22,32752.34,32990.12,32990.12,533560000
27-May-22,32735.09,33213.62,32682.01,33212.96,33212.96,328770000
26-May-22,32248.17,32774.14,32248.17,32637.19,32637.19,351220000
25-May-22,31816.31,32254.44,31754.33,32120.28,32120.28,343460000
24-May-22,31717.61,32014.86,31365.59,31928.62,31928.62,382950000
23-May-22,31395.89,31968.42,31395.89,31880.24,31880.24,402010000
20-May-22,31426.94,31515.78,30635.76,31261.9,31261.9,495510000
19-May-22,31262.62,31569.13,31016.41,31253.13,31253.13,517190000
18-May-22,32468.67,32468.67,31393.95,31490.07,31490.07,465060000
17-May-22,32427,32689.14,32308.15,32654.59,32654.59,389310000
16-May-22,32152.15,32514.02,31928.18,32223.42,32223.42,330030000
13-May-22,31963.86,32276.05,31862.79,32196.66,32196.66,388520000
12-May-22,31699.04,31914.46,31228.22,31730.3,31730.3,544240000
11-May-22,32123.24,32584.02,31798.86,31834.11,31834.11,458460000
10-May-22,32504.09,32752.17,31887.89,32160.74,32160.74,439290000
09-May-22,32685.17,32685.17,32121.98,32245.7,32245.7,470770000
06-May-22,32773.88,33055.84,32474.69,32899.37,32899.37,416520000
05-May-22,33854.17,33854.17,32685.1,32997.97,32997.97,448420000
04-May-22,33171.8,34117.74,33021.84,34061.06,34061.06,411060000
03-May-22,33086.09,33341.58,32914.75,33128.79,33128.79,364420000
02-May-22,32978.49,33224.95,32449.87,33061.5,33061.5,453390000
29-Apr-22,33787.01,33919.59,32913.15,32977.21,32977.21,501560000
28-Apr-22,33425.96,34054.79,33248.46,33916.39,33916.39,440380000
27-Apr-22,33450.92,33697.18,33108.89,33301.93,33301.93,447230000
26-Apr-22,33907.49,33909.51,33230.95,33240.18,33240.18,400020000
25-Apr-22,33731.65,34106.01,33323.37,34049.46,34049.46,416900000
22-Apr-22,34727.38,34727.38,33773.39,33811.4,33811.4,373280000
21-Apr-22,35258.8,35492.22,34723.82,34792.76,34792.76,366390000
20-Apr-22,34962.67,35315.4,34962.67,35160.79,35160.79,337620000
19-Apr-22,34394.62,34983.11,34394.62,34911.2,34911.2,296350000
18-Apr-22,34411.49,34618.29,34279.08,34411.69,34411.69,264110000
14-Apr-22,34628.46,34889.17,34437.5,34451.23,34451.23,353680000
13-Apr-22,34166.64,34598.36,34140.64,34564.59,34564.59,313630000
12-Apr-22,34412.51,34669.97,34102.81,34220.36,34220.36,333510000
11-Apr-22,34630.27,34701.34,34272.29,34308.08,34308.08,333290000
08-Apr-22,34569.24,34908.46,34470.19,34721.12,34721.12,301750000
07-Apr-22,34439.24,34705.83,34190.95,34583.57,34583.57,319870000
06-Apr-22,34520.34,34609.84,34277.17,34496.51,34496.51,386250000
05-Apr-22,34876.33,35112.21,34566.04,34641.18,34641.18,304010000
04-Apr-22,34799.98,34940.78,34615.38,34921.88,34921.88,316570000
01-Apr-22,34740.89,34847.91,34538.25,34818.27,34818.27,340400000
31-Mar-22,35201.52,35201.52,34677.99,34678.35,34678.35,433400000
30-Mar-22,35273.63,35361.36,35058.58,35228.81,35228.81,317320000
29-Mar-22,35114.35,35372.26,35030.07,35294.19,35294.19,355050000
28-Mar-22,34833.03,34957.93,34552.23,34955.89,34955.89,299790000
25-Mar-22,34702.39,34942.7,34631.52,34861.24,34861.24,285440000
24-Mar-22,34406.81,34713.56,34355.42,34707.94,34707.94,324870000
23-Mar-22,34748.84,34748.84,34352.96,34358.5,34358.5,347880000
22-Mar-22,34583.24,34882.03,34583.24,34807.46,34807.46,368550000
21-Mar-22,34669.85,34808.28,34341.81,34552.99,34552.99,408490000
18-Mar-22,34466.72,34755.2,34279.83,34754.93,34754.93,615420000
17-Mar-22,33995.39,34483.92,33896.06,34480.76,34480.76,339470000
16-Mar-22,33653.93,34075.94,33391.24,34063.1,34063.1,427400000
15-Mar-22,32989.27,33620.84,32989.27,33544.34,33544.34,388810000
14-Mar-22,33000.37,33395.59,32818.16,32945.24,32945.24,394940000
11-Mar-22,33279.72,33515.61,32911.89,32944.19,32944.19,369480000
10-Mar-22,33106.77,33236.59,32819.76,33174.07,33174.07,399480000
09-Mar-22,32860.42,33457.28,32860.42,33286.25,33286.25,418670000
08-Mar-22,32885.17,33402.98,32578.73,32632.64,32632.64,553750000
07-Mar-22,33579.75,33579.75,32806.15,32817.38,32817.38,488400000
04-Mar-22,33655.43,33655.43,33254.12,33614.8,33614.8,408390000
03-Mar-22,33972.87,34179.07,33641.53,33794.66,33794.66,369740000
02-Mar-22,33379.51,34013.67,33379.51,33891.35,33891.35,400920000
01-Mar-22,33813.48,33870.14,33107.67,33294.95,33294.95,438730000
28-Feb-22,33870.62,33963.63,33469.31,33892.6,33892.6,443460000
25-Feb-22,33277.22,34095.74,33277.22,34058.75,34058.75,417630000
24-Feb-22,32830.33,33269.34,32272.64,33223.83,33223.83,590850000
23-Feb-22,33680.97,33832.59,33084.9,33131.76,33131.76,370600000
22-Feb-22,33974.09,34024.74,33364.29,33596.61,33596.61,432090000
18-Feb-22,34310.45,34423.58,33976.18,34079.18,34079.18,414080000
17-Feb-22,34858.47,34858.47,34246.23,34312.03,34312.03,348720000
16-Feb-22,34951.83,35042.09,34642.64,34934.27,34934.27,294410000
15-Feb-22,34686.19,35047.79,34686.19,34988.84,34988.84,305670000
14-Feb-22,34694.5,34744.56,34304.28,34566.17,34566.17,370320000
11-Feb-22,35267.89,35431.15,34620.52,34738.06,34738.06,398860000
10-Feb-22,35630.81,35800.24,35100.72,35241.59,35241.59,411620000
09-Feb-22,35614.9,35824.28,35614.9,35768.06,35768.06,333610000
08-Feb-22,35160.68,35544.89,35090.42,35462.78,35462.78,319190000
07-Feb-22,35108.38,35325.01,34993.98,35091.13,35091.13,328910000
04-Feb-22,35095.74,35333.55,34799.08,35089.74,35089.74,349880000
03-Feb-22,35520.08,35535.94,35071.06,35111.16,35111.16,381020000
02-Feb-22,35378.19,35679.2,35290.12,35629.33,35629.33,359540000
01-Feb-22,35151.47,35441.09,34977.95,35405.24,35405.24,386080000
31-Jan-22,34691.17,35148.14,34496.1,35131.86,35131.86,468070000
28-Jan-22,34135.24,34731.77,33807.51,34725.47,34725.47,568440000
27-Jan-22,34261.75,34773.32,34007.78,34160.78,34160.78,527780000
26-Jan-22,34520.82,34815.67,33876.48,34168.09,34168.09,546330000
25-Jan-22,34186.64,34591.04,33545.52,34297.73,34297.73,506430000
24-Jan-22,34070.61,34420.99,33150.33,34364.5,34364.5,664010000
21-Jan-22,34701.69,34896.67,34229.55,34265.37,34265.37,523880000
20-Jan-22,35102.66,35490.2,34670.12,34715.39,34715.39,369070000
19-Jan-22,35412.3,35547.83,35015.49,35028.65,35028.65,393080000
18-Jan-22,35661.76,35661.76,35262.02,35368.47,35368.47,427260000
14-Jan-22,35996.43,35996.43,35641.49,35911.81,35911.81,389200000
13-Jan-22,36312.49,36513.88,36044.22,36113.62,36113.62,343640000
12-Jan-22,36336.16,36453.49,36168.15,36290.32,36290.32,310180000
11-Jan-22,36058.85,36271.47,35769.38,36252.02,36252.02,356850000
10-Jan-22,36175.21,36175.21,35639.91,36068.87,36068.87,430680000
07-Jan-22,36249.59,36382.84,36111.53,36231.66,36231.66,356110000
06-Jan-22,36409.05,36464.19,36200.68,36236.47,36236.47,385890000
05-Jan-22,36722.6,36952.65,36400.39,36407.11,36407.11,462040000
04-Jan-22,36636,36934.84,36636,36799.65,36799.65,435080000
03-Jan-22,36321.59,36595.82,36246.45,36585.06,36585.06,347930000
31-Dec-21,36385.85,36484.94,36303.97,36338.3,36338.3,213200000
30-Dec-21,36522.48,36679.44,36372.13,36398.08,36398.08,205620000
29-Dec-21,36421.14,36571.55,36396.19,36488.63,36488.63,213480000
28-Dec-21,36302.99,36527.26,36302.99,36398.21,36398.21,239090000
27-Dec-21,35954.48,36306.61,35954.48,36302.38,36302.38,244350000
23-Dec-21,35782.42,36060.99,35782.42,35950.56,35950.56,247420000
22-Dec-21,35491.71,35764.67,35433.13,35753.89,35753.89,281930000
21-Dec-21,35069.5,35508.96,35069.5,35492.7,35492.7,346080000
20-Dec-21,35222.12,35222.12,34665.5,34932.16,34932.16,386590000
17-Dec-21,35800.11,35800.11,35284.26,35365.44,35365.44,750480000
16-Dec-21,36036.28,36189.83,35778.21,35897.64,35897.64,473620000
15-Dec-21,35549.35,35943.84,35389.3,35927.43,35927.43,424720000
14-Dec-21,35605.73,35779.47,35441.74,35544.18,35544.18,440900000
13-Dec-21,35958.93,35958.93,35609.53,35650.95,35650.95,441110000
10-Dec-21,35830.55,35982.69,35710.43,35970.99,35970.99,361200000
09-Dec-21,35722.26,35864.24,35577.14,35754.69,35754.69,353020000
08-Dec-21,35716.85,35840.52,35602.65,35754.75,35754.75,387650000
07-Dec-21,35423.99,35819.47,35423.99,35719.43,35719.43,474940000
06-Dec-21,34633.43,35356.75,34633.43,35227.03,35227.03,416720000
03-Dec-21,34692.78,34801.31,34264.57,34580.08,34580.08,439550000
02-Dec-21,34076.25,34759.65,34076.25,34639.79,34639.79,466900000
01-Dec-21,34678.94,35004.64,34006.98,34022.04,34022.04,496000000
30-Nov-21,35056.99,35056.99,34424.44,34483.72,34483.72,678800000
29-Nov-21,35017.71,35287.91,34895.89,35135.94,35135.94,416040000
26-Nov-21,35366.69,35366.69,34749.8,34899.34,34899.34,324580000
24-Nov-21,35752.31,35825.47,35591.03,35804.38,35804.38,280960000
23-Nov-21,35619.92,35841.52,35542.87,35813.8,35813.8,392520000
22-Nov-21,35631.41,35929.66,35615.55,35619.25,35619.25,420810000
19-Nov-21,35879.09,35879.09,35555.37,35601.98,35601.98,408840000
18-Nov-21,35901.69,35952.63,35654.39,35870.95,35870.95,435080000
17-Nov-21,36159.7,36159.7,35909.48,35931.05,35931.05,358310000
16-Nov-21,36076.18,36316.61,36076.18,36142.22,36142.22,308290000
15-Nov-21,36128.83,36236.07,36031.78,36087.45,36087.45,280660000
12-Nov-21,35963.78,36147.63,35934.59,36100.31,36100.31,293180000
11-Nov-21,36038.78,36108.17,35915.27,35921.23,35921.23,270320000
10-Nov-21,36299.25,36346.61,36009.5,36079.94,36079.94,278390000
09-Nov-21,36404.53,36416.98,36173.07,36319.98,36319.98,258020000
08-Nov-21,36416.46,36565.73,36334.42,36432.22,36432.22,284400000
05-Nov-21,36268.75,36484.75,36190.2,36327.95,36327.95,344600000
04-Nov-21,36107.46,36168.03,35986.48,36124.23,36124.23,307640000
03-Nov-21,36059.09,36178.51,35891.73,36157.58,36157.58,262540000
02-Nov-21,35935.11,36088.81,35884.13,36052.63,36052.63,304510000
01-Nov-21,35833.65,36009.74,35797.97,35913.84,35913.84,292880000
29-Oct-21,35712.28,35852.53,35633.2,35819.56,35819.56,399400000
28-Oct-21,35545.41,35742.25,35545.41,35730.48,35730.48,337400000
27-Oct-21,35835.43,35835.43,35490.43,35490.69,35490.69,354180000
26-Oct-21,35791.05,35892.92,35734.73,35756.88,35756.88,321910000
